-0.719317,-0.719317,3.131132
-0.736669,-0.725068,3.206666
-0.727195,-0.704291,3.165425
-0.709078,-0.675578,3.086563
-0.707779,-0.663194,3.080908
-0.728955,-0.671557,3.173085
-0.729459,-0.660534,3.175283
-0.728951,-0.648594,3.173071
-0.729440,-0.637542,3.175198
-0.736362,-0.631996,3.205331
-0.721531,-0.607904,3.140770
-0.714936,-0.591089,3.112062
-0.715383,-0.580193,3.114009
-0.718042,-0.571042,3.125585
-0.727360,-0.566998,3.166146
-0.727791,-0.555872,3.168019
-0.728213,-0.544726,3.169858
-0.726402,-0.531932,3.161975
-0.735713,-0.527164,3.202502
-0.736114,-0.515860,3.204251
-0.728808,-0.499262,3.172448
-0.711958,-0.476507,3.099099
-0.727331,-0.475342,3.166017
-0.717751,-0.457778,3.124315
-0.746118,-0.464121,3.247797
-0.712755,-0.432143,3.102570
-0.714102,-0.421714,3.108433
-0.714425,-0.410654,3.109839
-0.747690,-0.418000,3.254640
-0.748011,-0.406400,3.256035
-0.746287,-0.393710,3.248531
-0.735795,-0.376588,3.202863
-0.734455,-0.364336,3.197026
-0.741053,-0.355939,3.225747
-0.751316,-0.349037,3.270424
-0.751584,-0.337325,3.271591
-0.751844,-0.325602,3.272719
-0.746583,-0.311566,3.249821
-0.745802,-0.299495,3.246419
-0.731123,-0.282087,3.182525
-0.727459,-0.269217,3.166573
-0.720513,-0.255300,3.136340
-0.723162,-0.244850,3.147870
-0.715172,-0.230882,3.113089
-0.732731,-0.225012,3.189525
-0.732904,-0.213523,3.190275
-0.741865,-0.204451,3.229282
-0.743044,-0.193074,3.234416
-0.742168,-0.181159,3.230602
-0.733913,-0.167586,3.194667
-0.702508,-0.149352,3.057965
-0.714499,-0.140649,3.110161
-0.753521,-0.136464,3.280019
-0.726789,-0.120178,3.163658
-0.734664,-0.109910,3.197938
-0.734746,-0.098352,3.198296
-0.742606,-0.087709,3.232509
-0.738777,-0.075623,3.215841
-0.734323,-0.063603,3.196454
-0.722891,-0.051229,3.146691
-0.752033,-0.041451,3.273542
-0.756365,-0.029778,3.292402
-0.751055,-0.017741,3.269284
-0.745119,-0.005867,3.243449
-0.744299,0.005861,3.239880
-0.744290,0.017582,3.239839
-0.728283,0.028673,3.170163
-0.741989,0.040897,3.229824
-0.743182,0.052666,3.235016
-0.754613,0.065360,3.284774
-0.754557,0.077238,3.284528
-0.740147,0.087419,3.221805
-0.738844,0.098900,3.216133
-0.739991,0.110707,3.221125
-0.725560,0.119974,3.158308
-0.738979,0.133831,3.216719
-0.726377,0.142988,3.161863
-0.738749,0.157057,3.215721
-0.734527,0.167727,3.197340
-0.740531,0.180759,3.223475
-0.734245,0.190788,3.196112
-0.719155,0.198192,3.130426
-0.718994,0.209471,3.129728
-0.743570,0.228340,3.236705
-0.743386,0.239991,3.235904
-0.736857,0.249487,3.207482
-0.720513,0.255300,3.136340
-0.721126,0.266873,3.139006
-0.723771,0.279250,3.150522
-0.745189,0.299249,3.243753
-0.744950,0.310885,3.242713
-0.726748,0.314733,3.163480
-0.721195,0.323686,3.139307
-0.741530,0.344490,3.227824
-0.742479,0.356624,3.231957
-0.740974,0.367570,3.225405
-0.733352,0.375337,3.192225
-0.733055,0.386730,3.190933
-0.743941,0.404188,3.238320
-0.743622,0.415726,3.236932
-0.746141,0.428884,3.247897
-0.734424,0.433715,3.196891
-0.764551,0.463547,3.328034
-0.761548,0.473719,3.314962
-0.761177,0.485475,3.313346
-0.742746,0.485416,3.233116
-0.733649,0.491025,3.193519
-0.724351,0.496209,3.153044
-0.754340,0.528632,3.283586
-0.776799,0.556604,3.381349
-0.780210,0.571335,3.396196
-0.775925,0.580416,3.377544
-0.718901,0.549082,3.129321
-0.689397,0.537404,3.000895
-0.685349,0.545041,2.983274
-0.705702,0.572341,3.071868
-0.769357,0.636083,3.348954
-0.753156,0.634548,3.278430
-0.752668,0.645991,3.276307
-0.725819,0.634377,3.159436
-0.714879,0.636073,3.111814
-0.726446,0.657805,3.162165
-0.719519,0.662864,3.132013
-0.741884,0.695151,3.229365
-0.723713,0.689521,3.150267
-0.759448,0.735528,3.305819
-0.676205,-0.687024,2.990564
-0.710428,-0.710428,3.141917
-0.705623,-0.694333,3.120671
-0.706136,-0.683540,3.122937
-0.706641,-0.672722,3.125171
-0.693494,-0.649111,3.067029
-0.684279,-0.629537,3.026273
-0.683162,-0.617578,3.021332
